DIP-19N|refseq:NP_477311|uniprotkb:P07713,DIP-19N|refseq:NP_477311|uniprotkb:P07713,taxid:7227(Drosophila melanogaster),taxid:7227(Drosophila melanogaster),MI:0218(physical interaction),DIP-74E,dip-quality-status:core,dip:0002(small scale),,
DIP-637N|refseq:NP_523977|uniprotkb:P14003,DIP-40N|refseq:NP_733133|uniprotkb:P16371,taxid:7227(Drosophila melanogaster),taxid:7227(Drosophila melanogaster),MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-344E,dip-quality-status:core,dip:0002(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-80N|refseq:NP_523805|uniprotkb:P20227,DIP-239N|refseq:NP_523391|uniprotkb:Q27272,taxid:7227(Drosophila melanogaster),taxid:7227(Drosophila melanogaster),MI:0218(physical interaction),DIP-165E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-636N|refseq:NP_476694|uniprotkb:P09775,DIP-356N|refseq:NP_524509|uniprotkb:Q01068,taxid:7227(Drosophila melanogaster),taxid:7227(Drosophila melanogaster),MI:0218(physical interaction),DIP-347E,dip-quality-status:core,dip:0002(small scale),,['Nucleus']
DIP-239N|refseq:NP_523391|uniprotkb:Q27272,DIP-778N|refseq:NP_524161|uniprotkb:P49847,taxid:7227(Drosophila melanogaster),taxid:7227(Drosophila melanogaster),MI:0915(physical association),DIP-147E,dip-quality-status:core,dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-80N|refseq:NP_523805|uniprotkb:P20227,DIP-228N|uniprotkb:P51123,taxid:7227(Drosophila melanogaster),taxid:7227(Drosophila melanogaster),MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-153E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-237N|uniprotkb:P47825,DIP-228N|uniprotkb:P51123,taxid:7227(Drosophila melanogaster),taxid:7227(Drosophila melanogaster),MI:0407(direct interaction)|MI:0915(physical association)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-157E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-80N|refseq:NP_523805|uniprotkb:P20227,DIP-255N|refseq:NP_729571|uniprotkb:Q24325,taxid:7227(Drosophila melanogaster),taxid:7227(Drosophila melanogaster),MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction),DIP-160E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-80N|refseq:NP_523805|uniprotkb:P20227,DIP-778N|refseq:NP_524161|uniprotkb:P49847,taxid:7227(Drosophila melanogaster),taxid:7227(Drosophila melanogaster),MI:0218(physical interaction)|MI:0915(physical association),DIP-166E,dip-quality-status:core,dip:0002(small scale)|dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-779N|uniprotkb:P49905,DIP-80N|refseq:NP_523805|uniprotkb:P20227,taxid:7227(Drosophila melanogaster),taxid:7227(Drosophila melanogaster),MI:0218(physical interaction),DIP-167E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-779N|uniprotkb:P49905,DIP-237N|uniprotkb:P47825,taxid:7227(Drosophila melanogaster),taxid:7227(Drosophila melanogaster),MI:0218(physical interaction),DIP-168E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-388N|refseq:NP_476787|uniprotkb:P10090,DIP-387N|refseq:NP_523824|uniprotkb:P12428,taxid:7227(Drosophila melanogaster),taxid:7227(Drosophila melanogaster),MI:0254(genetic interference),DIP-207E,dip-quality-status:core,dip:0002(small scale),['Cytoplasm'],
DIP-356N|refseq:NP_524509|uniprotkb:Q01068,DIP-356N|refseq:NP_524509|uniprotkb:Q01068,taxid:7227(Drosophila melanogaster),taxid:7227(Drosophila melanogaster),MI:0218(physical interaction),DIP-351E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-356N|refseq:NP_524509|uniprotkb:Q01068,DIP-722N|refseq:NP_524503|uniprotkb:Q01071,taxid:7227(Drosophila melanogaster),taxid:7227(Drosophila melanogaster),MI:0218(physical interaction),DIP-352E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
