DIP-53N|refseq:NP_057869|uniprotkb:P17095,DIP-953N|refseq:NP_003111|uniprotkb:P17947,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-76E,dip-quality-status:core,dip:0002(small scale),,['Nucleus']
DIP-74N|uniprotkb:P15923,DIP-327N|uniprotkb:Q04650,taxid:9606(Homo sapiens),taxid:10036(Mesocricetus auratus),MI:0218(physical interaction),DIP-12E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],
DIP-785N|refseq:NP_011062|uniprotkb:P39958,DIP-372N|uniprotkb:P20338,taxid:4932(Saccharomyces cerevisiae),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-29E,dip-quality-status:core,dip:0002(small scale),,['Cytoplasm']
DIP-226N|uniprotkb:P14859,DIP-977N|refseq:NP_035266|uniprotkb:Q64693,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-121E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),['Nucleus'],
DIP-114N|refseq:NP_001936|uniprotkb:Q99075,DIP-370N|uniprotkb:P00587,taxid:9606(Homo sapiens),taxid:10703(Corynephage beta),MI:0407(direct interaction),DIP-132E,dip-quality-status:core,dip:0002(small scale),,
DIP-839N|refseq:NP_011790|uniprotkb:P46677,DIP-1078N|refseq:NP_003185|uniprotkb:P20226,taxid:4932(Saccharomyces cerevisiae),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-155E,dip-quality-status:core,dip:0002(small scale),,['Nucleus']
DIP-435N|uniprotkb:Q16594,DIP-493N|uniprotkb:Q62311,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction),DIP-173E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale),['Nucleus'],
DIP-493N|uniprotkb:Q62311,DIP-496N|refseq:NP_005635|uniprotkb:Q16514,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction),DIP-174E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale),,['Nucleus']
DIP-493N|uniprotkb:Q62311,DIP-1078N|refseq:NP_003185|uniprotkb:P20226,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction),DIP-175E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale),,['Nucleus']
DIP-493N|uniprotkb:Q62311,DIP-717N|refseq:NP_005504|uniprotkb:P29083,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-176E,dip-quality-status:core,dip:0002(small scale),,['Nucleus']
