DIP-726N|uniprotkb:P0A8P6,DIP-124N|refseq:NP_417370|uniprotkb:P21891,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction)|MI:0407(direct interaction),DIP-169E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),['Cytoplasm'],
DIP-366N|refseq:NP_416120|uniprotkb:P07001,DIP-367N|refseq:NP_288037|uniprotkb:P0AB67,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-208E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),,
DIP-408N|uniprotkb:P0ABZ1,DIP-401N|uniprotkb:P25798,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-451E,dip-quality-status:core,dip:0002(small scale),['Cytoplasm'],
DIP-1100N|refseq:NP_416455|uniprotkb:P06974,DIP-1101N|refseq:NP_416456|uniprotkb:P15070,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-454E,dip-quality-status:core,dip:0002(small scale),,['Cytoplasm']
DIP-1100N|refseq:NP_416455|uniprotkb:P06974,DIP-1100N|refseq:NP_416455|uniprotkb:P06974,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-453E,dip-quality-status:core,dip:0002(small scale),,
DIP-1100N|refseq:NP_416455|uniprotkb:P06974,DIP-408N|uniprotkb:P0ABZ1,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-450E,dip-quality-status:core,dip:0002(small scale),,['Cytoplasm']
DIP-579N|refseq:NP_285717|uniprotkb:P02378,DIP-154N|refseq:NP_415220|uniprotkb:P24169,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-734E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),,
DIP-513N|refseq:NP_417231|uniprotkb:P23845,DIP-360N|refseq:NP_417232|uniprotkb:P21156,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association)|MI:0218(physical interaction),DIP-1124E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),,
DIP-556N|refseq:NP_417069|uniprotkb:P10902,DIP-1027N|refseq:NP_415271|uniprotkb:P11458,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-1125E,dip-quality-status:core,dip:0002(small scale),['Cytoplasm'],['Cytoplasm']
DIP-1028N|refseq:NP_286445|uniprotkb:P07459,DIP-1028N|refseq:NP_286445|uniprotkb:P07459,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-1135E,dip-quality-status:core,dip:0002(small scale),,
DIP-1158N|refseq:NP_285791|uniprotkb:P06138,DIP-1157N|refseq:NP_416907|uniprotkb:P77173,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0254(genetic interference)|MI:0218(physical interaction)|MI:0218(physical interaction),DIP-1364E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale),,
DIP-568N|refseq:NP_290372|uniprotkb:P00837,DIP-564N|refseq:NP_290373|uniprotkb:P00822,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association),DIP-2440E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput),,
DIP-568N|refseq:NP_290372|uniprotkb:P00837,DIP-2198N|refseq:NP_290376|uniprotkb:P68699,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-2443E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale),,
DIP-2892N|refseq:NP_416504|uniprotkb:P39180,DIP-2892N|refseq:NP_416504|uniprotkb:P39180,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-3909E,dip-quality-status:core,dip:0002(small scale),,
DIP-2894N|refseq:NP_417548|uniprotkb:P0AC73,DIP-2893N|refseq:NP_417547|uniprotkb:P06864,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-3910E,dip-quality-status:core,dip:0002(small scale),,
DIP-2896N|refseq:NP_415427|uniprotkb:P23721,DIP-2896N|refseq:NP_415427|uniprotkb:P23721,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction),DIP-3913E,dip-quality-status:core,dip:0002(small scale),['Cytoplasm'],['Cytoplasm']
DIP-2901N|refseq:NP_414890|uniprotkb:P25437,DIP-2901N|refseq:NP_414890|uniprotkb:P25437,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-3918E,dip-quality-status:core,dip:0002(small scale),['Cytoplasm'],['Cytoplasm']
DIP-2905N|refseq:NP_415522|uniprotkb:P19926,DIP-2905N|refseq:NP_415522|uniprotkb:P19926,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-3922E,dip-quality-status:core,dip:0002(small scale),,
DIP-2907N|refseq:NP_414543|uniprotkb:P00561,DIP-2907N|refseq:NP_414543|uniprotkb:P00561,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-3924E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),,
DIP-2903N|uniprotkb:P28629,DIP-2903N|uniprotkb:P28629,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-3920E,dip-quality-status:core,dip:0002(small scale),['Cytoplasm'],['Cytoplasm']
DIP-6053N|refseq:NP_416402|uniprotkb:P07363,DIP-6052N|refseq:NP_416396|uniprotkb:P0AE67,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-10947E,dip-quality-status:core,dip:0002(small scale)|dip:0004(small scale)|dip:0002(small scale)|dip:0004(small scale),['Cytoplasm'],['Cytoplasm']
DIP-6071N|refseq:NP_290876|uniprotkb:P00478,DIP-6070N|refseq:NP_313249|uniprotkb:P00479,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction),DIP-10959E,dip-quality-status:core,dip:0002(small scale),,
